,Finish,Team,Age,Sex,Year,og_name,Squad,Club,Tie
230,60,LO ANGELE PREMIER,14,Boys,2016,LOS ANGELES PREMIER,A,LO ANGELE PREMIER,0.0
231,60,LA JOLLA WATER POLO CLUB,16,Boys,2016,LA JOLLA WATER POLO CLUB,A,LA JOLLA,0.0
232,60,ATWATER MERCED WATER POLO,18,Boys,2016,ATWATER MERCED WATER POLO,A,ATWATER MERCED,0.0
233,61,PACIFIC POLO,14,Boys,2016,PACIFIC POLO,A,PACIFIC,0.0
234,61,CHAWP,16,Boys,2016,CHAWP,A,CHAWP,0.0
235,61,ORCUTT POLO ASSOCIATIONONE WAY WP CLUB,18,Boys,2016,ORCUTT POLO ASSOCIATION/ONE WAY WP CLUB,A,ORCUTT ASSOCIATIONONE WAY,0.0
236,62,SOCAL WATER POLO FOUNDATION,14,Boys,2016,SOCAL WATER POLO FOUNDATION,A,SOCAL,0.0
237,62,SHORE AQUATIC,16,Boys,2016,SHORE AQUATICS,A,SHORE,0.0
238,62,ROSE BOWL WATER POLO CLUB,18,Boys,2016,ROSE BOWL WATER POLO CLUB,A,ROSE BOWL,0.0
239,63,WEST VALLEY WATER POLO,14,Boys,2016,WEST VALLEY WATER POLO,A,WEST VALLEY,0.0
240,63,ELITE WATER POLO,16,Boys,2016,ELITE WATER POLO,A,ELITE,0.0
241,63,PV WATER POLO CLUB,18,Boys,2016,P.V. WATER POLO CLUB,A,PV,0.0
242,64,REDLAND RENEGADE,14,Boys,2016,REDLANDS RENEGADES,A,REDLAND RENEGADE,0.0
243,64,SC TRITON,16,Boys,2016,SC TRITONS,A,SC TRITON,0.0
244,64,SAN DIEGO SHORE WATER POLO CLUB,18,Boys,2016,SAN DIEGO SHORES WATER POLO CLUB,A,SAN DIEGO SHORE,0.0
245,65,COSTA MESA AQUATIC CLUB,14,Boys,2016,COSTA MESA AQUATICS CLUB,A,COSTA MESA,0.0
246,65,DACA WATER POLO,16,Boys,2016,DACA WATER POLO,A,DACA,0.0
247,65,HUNTINGTON BEACH WATER POLO,18,Boys,2016,HUNTINGTON BEACH WATER POLO,A,HUNTINGTON BEACH,0.0
248,66,ADMIRAL WATER POLO FOUNDATION,14,Boys,2016,ADMIRAL WATER POLO FOUNDATION,A,ADMIRAL,0.0
249,66,TIGER AQUATIC WATER POLO,16,Boys,2016,TIGER AQUATICS WATER POLO,A,TIGER,0.0
250,66,SANTA CRUZ WAXEM POLO CLUB,18,Boys,2016,SANTA CRUZ WAXEM POLO CLUB,A,SANTA CRUZ WAXEM,0.0
251,67,NORTHERN CALIFORNIA AQUATIC,14,Boys,2016,NORTHERN CALIFORNIA AQUATICS,A,NORTHERN CALIFORNIA,0.0
252,67,SANTA CRUZ WAXEM POLO CLUB,16,Boys,2016,SANTA CRUZ WAXEM POLO CLUB,A,SANTA CRUZ WAXEM,0.0
253,67,SOUTH COAST WATER POLO CLUB,18,Boys,2016,SOUTH COAST WATER POLO CLUB,A,SOUTH COAST,0.0
254,68,CAPISTRANO VALLEY AQUATIC CLUB ALLIANCE,14,Boys,2016,CAPISTRANO VALLEY AQUATICS CLUB ALLIANCE,A,CAPISTRANO VALLEY ALLIANCE,0.0
255,68,WEST VALLEY WATER POLO,16,Boys,2016,WEST VALLEY WATER POLO,A,WEST VALLEY,0.0
256,68,SADDLEBACK EL TORO SET,18,Boys,2016,SADDLEBACK EL TORO (SET),A,SADDLEBACK EL TORO SET,0.0
257,69,CC UNITED,14,Boys,2016,CC UNITED,A,CC UNITED,0.0
258,69,REGENCY WATER POLO CLUB,16,Boys,2016,REGENCY WATER POLO CLUB,A,REGENCY,0.0
259,69,CC UNITED,18,Boys,2016,CC UNITED,A,CC UNITED,0.0
260,70,LAMORINDA WATER POLO,14,Boys,2016,LAMORINDA WATER POLO,A,LAMORINDA,0.0
261,70,KINGFISH WATER POLO FOUNDATION INC,16,Boys,2016,"KINGFISH WATER POLO FOUNDATION, INC",A,KINGFISH,0.0
262,70,LEGACY WATER POLO,18,Boys,2016,LEGACY WATER POLO,A,LEGACY,0.0
263,71,TRIDENT WATER POLO,14,Boys,2016,TRIDENT WATER POLO,A,TRIDENT,0.0
264,71,GRANITE BAY WATER POLO CLUB,16,Boys,2016,GRANITE BAY WATER POLO CLUB,A,GRANITE BAY,0.0
265,71,MOOSE WATER POLO,18,Boys,2016,MOOSE WATER POLO,A,MOOSE,0.0
266,72,LO ANGELE WATER POLO CLUB,14,Boys,2016,LOS ANGELES WATER POLO CLUB,A,LO ANGELE,0.0
267,72,SHARK,16,Boys,2016,SHARKS,A,SHARK,0.0
268,72,MAD DOG WATER POLO,18,Boys,2016,MAD DOG WATER POLO,A,MAD DOG,0.0
269,73,HUNTINGTON BEACH WATER POLO,14,Boys,2016,HUNTINGTON BEACH WATER POLO,A,HUNTINGTON BEACH,0.0
270,73,TROJAN WATER POLO CA,16,Boys,2016,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
271,73,STANFORD WATER POLO FOUNDATION,18,Boys,2016,STANFORD WATER POLO FOUNDATION,A,STANFORD,0.0
272,74,SAN DIEGO SHORE WATER POLO CLUB,14,Boys,2016,SAN DIEGO SHORES WATER POLO CLUB,A,SAN DIEGO SHORE,0.0
273,74,SOUTH VALLEY WATER POLO,16,Boys,2016,SOUTH VALLEY WATER POLO,A,SOUTH VALLEY,0.0
274,74,REDLAND RENEGADE,18,Boys,2016,REDLANDS RENEGADES,A,REDLAND RENEGADE,0.0
275,75,NORTH SAN DIEGO STAR,14,Boys,2016,NORTH SAN DIEGO STARS,A,NORTH SAN DIEGO STAR,0.0
276,75,PACIFIC POLO,16,Boys,2016,PACIFIC POLO,A,PACIFIC,0.0
277,75,BAKERSFIELD WATER POLO CLUB,18,Boys,2016,BAKERSFIELD WATER POLO CLUB,A,BAKERSFIELD,0.0
278,76,NAVY AQUATIC CLUB,14,Boys,2016,NAVY AQUATIC CLUB,A,NAVY,0.0
279,76,CAPITAL DC WATER POLO CLUB,16,Boys,2016,CAPITAL DC WATER POLO CLUB,A,CAPITAL DC,0.0
280,76,COMMERCE AQUATIC,18,Boys,2016,COMMERCE AQUATICS,A,COMMERCE,0.0
281,77,680 WATER POLO,14,Boys,2016,680 WATER POLO,A,680,0.0
282,77,ROYAL 559 ACADEMY,16,Boys,2016,ROYAL 559 ACADEMY,A,ROYAL 559,0.0
283,77,SACRAMENTO WATER POLO,18,Boys,2016,SACRAMENTO WATER POLO,A,SACRAMENTO,0.0
284,78,SOUTH BAY UNITED WATER POLO CLUB,14,Boys,2016,SOUTH BAY UNITED WATER POLO CLUB,A,SOUTH BAY UNITED,0.0
285,78,ORANGECOUNTY WATER POLO CLUB,16,Boys,2016,ORANGE COUNTY WATER POLO CLUB,A,ORANGE COUNTY,0.0
286,78,GOLDEN STATE AQUATIC,18,Boys,2016,GOLDEN STATE AQUATICS,A,GOLDEN STATE,0.0
287,79,CAPITAL DC WATER POLO CLUB,14,Boys,2016,CAPITAL DC WATER POLO CLUB,A,CAPITAL DC,0.0
288,79,GOLDEN STATE AQUATIC,16,Boys,2016,GOLDEN STATE AQUATICS,A,GOLDEN STATE,0.0
289,79,CHELSEA PIER WATER POLO,18,Boys,2016,CHELSEA PIERS WATER POLO,A,CHELSEA PIER,0.0
290,80,DEL MAR WATER POLO CLUB,14,Boys,2016,DEL MAR WATER POLO CLUB,A,DEL MAR,0.0
291,80,SAN JOSE EXPRES WATER POLO,16,Boys,2016,SAN JOSE EXPRESS WATER POLO,A,SAN JOSE EXPRES,0.0
292,80,ESCONDIDO RIPTIDE WATER POLO,18,Boys,2016,ESCONDIDO RIPTIDES WATER POLO,A,ESCONDIDO RIPTIDE,0.0
293,81,TROJAN WATER POLO CA,14,Boys,2016,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
294,81,COLORADO WATER POLO,16,Boys,2016,COLORADO WATER POLO,A,COLORADO,0.0
295,81,PORTERVILLE WATER POLO,18,Boys,2016,PORTERVILLE WATER POLO,A,PORTERVILLE,0.0
296,82,FOOTHILL CLUB,14,Boys,2016,FOOTHILL CLUB,A,FOOTHILL,0.0
297,82,ESCONDIDO RIPTIDE WATER POLO,16,Boys,2016,ESCONDIDO RIPTIDES WATER POLO,A,ESCONDIDO RIPTIDE,0.0
298,82,CDM AQUATIC FEDERATION,18,Boys,2016,CDM AQUATICS FEDERATION,A,CDM,0.0
299,83,BAINBRIDGE WATER POLO,14,Boys,2016,BAINBRIDGE WATER POLO,A,BAINBRIDGE,0.0
300,83,ATWATER MERCED WATER POLO,16,Boys,2016,ATWATER MERCED WATER POLO,A,ATWATER MERCED,0.0
301,83,SAN JOSE WATER POLO FOUNDATION,18,Boys,2016,SAN JOSE WATER POLO FOUNDATION,A,SAN JOSE,0.0
302,84,WEST HOUSTON WATER POLO,14,Boys,2016,WEST HOUSTON WATER POLO,A,WEST HOUSTON,0.0
303,84,ORCUTT POLO ASSOCIATIONONE WAY WP CLUB,16,Boys,2016,ORCUTT POLO ASSOCIATION/ONE WAY WP CLUB,A,ORCUTT ASSOCIATIONONE WAY,0.0
304,84,WEST HOUSTON WATER POLO,18,Boys,2016,WEST HOUSTON WATER POLO,A,WEST HOUSTON,0.0
305,85,BRENTWOOD SEAWOLVE,14,Boys,2016,BRENTWOOD SEAWOLVES,A,BRENTWOOD SEAWOLVE,0.0
306,85,JUNGLE CAT WATER POLO,16,Boys,2016,JUNGLE CAT WATER POLO,A,JUNGLE CAT,0.0
307,85,NAVY AQUATIC CLUB,18,Boys,2016,NAVY AQUATIC CLUB,A,NAVY,0.0
308,86,SLEEPY HOLLOW AQUATIC,14,Boys,2016,SLEEPY HOLLOW AQUATICS,A,SLEEPY HOLLOW,0.0
309,86,SANTA BARBARA 805,16,Boys,2016,SANTA BARBARA 805,A,SANTA BARBARA 805,0.0
310,86,MESA WATER POLO ACADEMY,18,Boys,2016,MESA WATER POLO ACADEMY,A,MESA,0.0
311,87,LAMORINDA WATER POLO,14,Boys,2016,LAMORINDA WATER POLO,A,LAMORINDA,0.0
312,87,VALLEY WATER POLO CLUB,16,Boys,2016,VALLEY WATER POLO CLUB,A,VALLEY,0.0
313,87,BAY AREA SUNSET AQUATIC,18,Boys,2016,BAY AREA SUNSET AQUATICS,A,BAY AREA SUNSET,0.0
314,88,SANTA CRUZ WAXEM POLO CLUB,14,Boys,2016,SANTA CRUZ WAXEM POLO CLUB,A,SANTA CRUZ WAXEM,0.0
315,88,SACRAMENTO WATER POLO,16,Boys,2016,SACRAMENTO WATER POLO,A,SACRAMENTO,0.0
316,88,SLEEPY HOLLOW AQUATIC,18,Boys,2016,SLEEPY HOLLOW AQUATICS,A,SLEEPY HOLLOW,0.0
317,89,ATWATER MERCED WATER POLO,14,Boys,2016,ATWATER MERCED WATER POLO,A,ATWATER MERCED,0.0
318,89,PUGET SOUND POLO,16,Boys,2016,PUGET SOUND POLO,A,PUGET SOUND,0.0
319,89,NWCWATER POLO CLUB,18,Boys,2016,NWCWATER POLO CLUB,A,NWCWATER,0.0
320,90,AMERICAN RIVER WATER POLO CLUB,14,Boys,2016,AMERICAN RIVER WATER POLO CLUB,A,AMERICAN RIVER,0.0
321,90,ROCKFORD AQUATIC CLUB,16,Boys,2016,ROCKFORD AQUATIC CLUB,A,ROCKFORD,0.0
322,90,BOERNE WATER POLO CLUB,18,Boys,2016,BOERNE WATER POLO CLUB,A,BOERNE,0.0
323,91,ROYAL 559 ACADEMY,14,Boys,2016,ROYAL 559 ACADEMY,A,ROYAL 559,0.0
324,91,LONGHORN AQUATIC,16,Boys,2016,LONGHORN AQUATICS,A,LONGHORN,0.0
325,91,EUGENE CITY WATER POLO,18,Boys,2016,EUGENE CITY WATER POLO,A,EUGENE CITY,0.0
326,92,CC UNITED,14,Boys,2016,CC UNITED,A,CC UNITED,0.0
327,92,RAIN CITY WATER POLO,16,Boys,2016,RAIN CITY WATER POLO,A,RAIN CITY,0.0
328,92,PUGET SOUND POLO,18,Boys,2016,PUGET SOUND POLO,A,PUGET SOUND,0.0
329,93,MODESTOSTANISLAU WATER POLO,14,Boys,2016,MODESTO/STANISLAUS WATER POLO,A,MODESTOSTANISLAU,0.0
330,93,THIRD COAST AQUATIC,16,Boys,2016,THIRD COAST AQUATICS,A,THIRD COAST,0.0
331,93,NORTHWEST CRUSH AQUATIC CLUB,18,Boys,2016,NORTHWEST BLUE CRUSH AQUATIC CLUB,A,NORTHWEST CRUSH,0.0
332,94,NAPA PREMIER AQUATIC,14,Boys,2016,NAPA PREMIER AQUATICS,A,NAPA PREMIER,0.0
333,94,WEST HOUSTON WATER POLO,16,Boys,2016,WEST HOUSTON WATER POLO,A,WEST HOUSTON,0.0
334,94,NARROW WATER POLO CLUB,18,Boys,2016,NARROWS WATER POLO CLUB,A,NARROW,0.0
335,95,SOUTH VALLEY WATER POLO,14,Boys,2016,SOUTH VALLEY WATER POLO,A,SOUTH VALLEY,0.0
336,95,JESUIT WATER POLO,16,Boys,2016,JESUIT WATER POLO,A,JESUIT,0.0
337,95,WEST HOUSTON WATER POLO,18,Boys,2016,WEST HOUSTON WATER POLO,A,WEST HOUSTON,0.0
338,96,RAIN CITY WATER POLO,14,Boys,2016,RAIN CITY WATER POLO,A,RAIN CITY,0.0
339,96,SOUTH COUNTYHERRIMAN POLO,16,Boys,2016,SOUTH COUNTY-HERRIMAN POLO,A,SOUTH COUNTYHERRIMAN,0.0
340,96,SOUTH COUNTYHERRIMAN POLO,18,Boys,2016,SOUTH COUNTY-HERRIMAN POLO,A,SOUTH COUNTYHERRIMAN,0.0
341,97,FOOTHILL CLUB,16,Boys,2016,FOOTHILL CLUB,A,FOOTHILL,0.0
342,98,NORTH IRVINE WATER POLO CLUB,16,Boys,2016,NORTH IRVINE WATER POLO CLUB,A,NORTH IRVINE,0.0
343,99,ORANGECOUNTY RIPTIDE,16,Boys,2016,ORANGE COUNTY RIPTIDE,A,ORANGECOUNTY RIPTIDE,0.0
344,100,RACER AQUATIC,16,Boys,2016,RACERS AQUATICS,A,RACER,0.0
345,101,FLO WATER POLO CLUB,16,Boys,2016,FLO WATER POLO CLUB,A,FLO,0.0
346,102,STANFORD WATER POLO FOUNDATION,16,Boys,2016,STANFORD WATER POLO FOUNDATION,A,STANFORD,0.0
347,103,SOAC UCL WATER POLO CLUB,16,Boys,2016,SOAC - UCLS WATER POLO CLUB,A,SOAC UCL,0.0
348,104,SAN JOSEALMADEN WATER POLO,16,Boys,2016,SAN JOSE/ALMADEN WATER POLO,A,SAN JOSEALMADEN,0.0
349,105,SAN DIEGO SHORE WATER POLO CLUB,16,Boys,2016,SAN DIEGO SHORES WATER POLO CLUB,A,SAN DIEGO SHORE,0.0
350,106,LAMORINDA WATER POLO,16,Boys,2016,LAMORINDA WATER POLO,A,LAMORINDA,0.0
351,107,BAKERSFIELD WATER POLO CLUB,16,Boys,2016,BAKERSFIELD WATER POLO CLUB,A,BAKERSFIELD,0.0
352,108,WEST HOUSTON WATER POLO,16,Boys,2016,WEST HOUSTON WATER POLO,A,WEST HOUSTON,0.0
0,1,VANGUARD,10,Mixed,2013,VANGUARD BLUE,A,VANGUARD,0.0
1,1,SANTA BARBARA WATER POLO CLUB,12,Girls,2013,SANTA BARBARA WATER POLO CLUB A,A,SANTA BARBARA,0.0
2,1,680,14,Girls,2013,680 RED (A),A,680,0.0
3,1,SET,16,Girls,2013,SET 16U GIRLS,A,SET,0.0
4,1,SANTA BARBARA WATER POLO CLUB,18,Girls,2013,SANTA BARBARA WATER POLO CLUB A,A,SANTA BARBARA,0.0
5,2,UNITED WATER POLO CLUB,10,Mixed,2013,UNITED WATER POLO CLUB,A,UNITED,0.0
6,2,DIABLO WATER POLO,12,Girls,2013,DIABLO WATER POLO,A,DIABLO,0.0
7,2,SANTA BARBARA WATER POLO CLUB,14,Girls,2013,SANTA BARBARA WATER POLO CLUB A,A,SANTA BARBARA,0.0
8,2,COMMERCE AQUATIC,16,Girls,2013,COMMERCE AQUATICS,A,COMMERCE,0.0
9,2,HUNTINGTON BEACH,18,Girls,2013,HUNTINGTON BEACH BLUE,A,HUNTINGTON BEACH,0.0
10,3,ORANGECOUNTY WATER POLO CLUB,10,Mixed,2013,ORANGE COUNTY WATER POLO CLUB,A,ORANGE COUNTY,0.0
11,3,680,12,Girls,2013,680 RED (A),A,680,0.0
12,3,SAN DIEGO SHORE,14,Girls,2013,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
13,3,SOCAL,16,Girls,2013,SOCAL BLACK,A,SOCAL,0.0
14,3,SET,18,Girls,2013,SET 18U GIRLS,A,SET,0.0
15,4,SHORE AQUATIC,10,Mixed,2013,SHORE AQUATICS RED,A,SHORE,0.0
16,4,UNITED WATER POLO CLUB,12,Girls,2013,UNITED WATER POLO CLUB,A,UNITED,0.0
17,4,ROSE BOWL,14,Girls,2013,ROSE BOWL A,A,ROSE BOWL,0.0
18,4,ROSE BOWL,16,Girls,2013,ROSE BOWL A,A,ROSE BOWL,0.0
19,4,SOCAL,18,Girls,2013,SOCAL BLACK,A,SOCAL,0.0
20,5,LAGUNA BEACH WATER POLO,10,Mixed,2013,LAGUNA BEACH WATER POLO,A,LAGUNA BEACH,0.0
21,5,NORTHWOOD NAVY,12,Girls,2013,NORTHWOOD NAVY,A,NORTHWOOD NAVY,0.0
22,5,SOCAL,14,Girls,2013,SOCAL BLACK,A,SOCAL,0.0
23,5,680,16,Girls,2013,680 RED (A),A,680,0.0
24,5,XTREME WATER POLO,18,Girls,2013,XTREME WATER POLO A,A,XTREME,0.0
25,6,SOCAL,10,Mixed,2013,SOCAL BLACK,A,SOCAL,0.0
26,6,COMMERCE AQUATIC,12,Girls,2013,COMMERCE AQUATICS,A,COMMERCE,0.0
27,6,FOOTHILL,14,Girls,2013,FOOTHILL RED,A,FOOTHILL,0.0
28,6,SANTA BARBARA WATER POLO CLUB,16,Girls,2013,SANTA BARBARA WATER POLO CLUB A,A,SANTA BARBARA,0.0
29,6,SAN DIEGO SHORE,18,Girls,2013,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
30,7,680,10,Mixed,2013,680 RED (A),A,680,0.0
31,7,GREENWICH AQUATIC,12,Girls,2013,GREENWICH AQUATICS,A,GREENWICH,0.0
32,7,SET IRL,14,Girls,2013,SET 14GIRLS,A,SET IRL,0.0
33,7,STANFORD,16,Girls,2013,STANFORD A,A,STANFORD,0.0
34,7,CHAWP,18,Girls,2013,CHAWP,A,CHAWP,0.0
35,8,FOOTHILL CLUB,10,Mixed,2013,FOOTHILL CLUB,A,FOOTHILL,0.0
36,8,ROSE BOWL,12,Girls,2013,ROSE BOWL,A,ROSE BOWL,0.0
37,8,UNITED WATER POLO CLUB,14,Girls,2013,UNITED WATER POLO CLUB - BLUE,A,UNITED,0.0
38,8,DIABLO WATER POLO,16,Girls,2013,DIABLO WATER POLO,A,DIABLO,0.0
39,8,COMMERCE AQUATIC,18,Girls,2013,COMMERCE AQUATICS,A,COMMERCE,0.0
40,9,ROSE BOWL,10,Mixed,2013,ROSE BOWL,A,ROSE BOWL,0.0
41,9,SOCAL,12,Girls,2013,SOCAL,A,SOCAL,0.0
42,9,LAGUNA BEACH WATER POLO,14,Girls,2013,LAGUNA BEACH WATER POLO,A,LAGUNA BEACH,0.0
43,9,SAN DIEGO SHORE,16,Girls,2013,SAN DIEGO SHORES A,A,SAN DIEGO SHORE,0.0
44,9,GULLIVER RIPTIDE,18,Girls,2013,GULLIVER RIPTIDES,A,GULLIVER RIPTIDE,0.0
45,10,ANTEATER WATER POLO,10,Mixed,2013,ANTEATER WATER POLO,A,ANTEATER,0.0
46,10,CHAWP,12,Girls,2013,CHAWP,A,CHAWP,0.0
47,10,COMMERCE AQUATIC,14,Girls,2013,COMMERCE AQUATICS,A,COMMERCE,0.0
48,10,XTREME WATER POLO,16,Girls,2013,XTREME WATER POLO,A,XTREME,0.0
49,10,STANFORD,18,Girls,2013,STANFORD A,A,STANFORD,0.0
50,11,CDM JUNIOR POLO CLUB,10,Mixed,2013,CDM JUNIOR POLO CLUB,A,CDM JUNIOR,0.0
51,11,SIMI WATER POLO ASSOCIATION,12,Girls,2013,SIMI WATER POLO ASSOCIATION,A,SIMI ASSOCIATION,0.0
52,11,GREENWICH AQUATIC,14,Girls,2013,GREENWICH AQUATICS,A,GREENWICH,0.0
53,11,HUNTINGTON BEACH,16,Girls,2013,HUNTINGTON BEACH BLUE,A,HUNTINGTON BEACH,0.0
54,11,ROSE BOWL,18,Girls,2013,ROSE BOWL,A,ROSE BOWL,0.0
55,12,COMMERCE,10,Mixed,2013,COMMERCE 10 & UNDER,A,COMMERCE,0.0
56,12,LAGUNA BEACH WATER POLO,12,Girls,2013,LAGUNA BEACH WATER POLO,A,LAGUNA BEACH,0.0
57,12,PACIFIC POLO,14,Girls,2013,PACIFIC POLO,A,PACIFIC,0.0
58,12,CHAWP,16,Girls,2013,CHAWP,A,CHAWP,0.0
59,12,FOOTHILL CLUB,18,Girls,2013,FOOTHILL CLUB,A,FOOTHILL,0.0
60,13,SANTA BARBARA WATER POLO CLUB,10,Mixed,2013,SANTA BARBARA WATER POLO CLUB,A,SANTA BARBARA,0.0
61,13,DAVI WPC,12,Girls,2013,DAVIS WPC,A,DAVI,0.0
62,13,RIVERSIDE WATER POLO,14,Girls,2013,RIVERSIDE WATER POLO,A,RIVERSIDE,0.0
63,13,LAWPC,16,Girls,2013,LAWPC,A,LAWPC,0.0
64,13,UNITED WATER POLO CLUB,18,Girls,2013,UNITED WATER POLO CLUB - RED,A,UNITED,0.0
65,14,BAKERSFIELD WATER POLO CLUB,10,Mixed,2013,BAKERSFIELD WATER POLO CLUB,A,BAKERSFIELD,0.0
66,14,MVPOLO,12,Girls,2013,MVPOLO 12 GIRLS,A,MVPOLO,0.0
67,14,VIPER PIGEON,14,Girls,2013,VIPER PIGEON GREEN (A),A,VIPER PIGEON,0.0
68,14,SOCAL,16,Girls,2013,SOCAL GOLD (B),B,SOCAL,0.0
69,14,NEWPORT WATER POLO FOUNDATION,18,Girls,2013,NEWPORT WATER POLO FOUNDATION,A,NEWPORT,0.0
70,15,MVPOLO 10,10,Mixed,2013,MVPOLO 10S,A,MVPOLO 10,0.0
71,15,ALLIANCE,12,Girls,2013,ALLIANCE,A,ALLIANCE,0.0
72,15,DIABLO WATER POLO,14,Girls,2013,DIABLO WATER POLO,A,DIABLO,0.0
73,15,SANTA BARBARA WATER POLO CLUB,16,Girls,2013,SANTA BARBARA WATER POLO CLUB B,B,SANTA BARBARA,0.0
74,15,680,18,Girls,2013,680 RED (A),A,680,0.0
75,16,DAVI WPC,10,Mixed,2013,DAVIS WPC,A,DAVI,0.0
76,16,SANTA BARBARA WATER POLO CLUB,12,Girls,2013,SANTA BARBARA WATER POLO CLUB B,B,SANTA BARBARA,0.0
77,16,TROJAN WATER POLO CA,14,Girls,2013,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
78,16,FOOTHILL,16,Girls,2013,FOOTHILL RED,A,FOOTHILL,0.0
79,16,CLOVI WATER POLO CLUB,18,Girls,2013,CLOVIS WATER POLO CLUB A,A,CLOVI,0.0
80,17,DIABLO WATER POLO,10,Mixed,2013,DIABLO WATER POLO,A,DIABLO,0.0
81,17,SAN DIEGO SHORE,12,Girls,2013,SAN DIEGO SHORES,A,SAN DIEGO SHORE,0.0
82,17,GILRS14,14,Girls,2013,GILRS14,A,GILRS14,0.0
83,17,SIMI WATER POLO ASSOCIATION,16,Girls,2013,SIMI WATER POLO ASSOCIATION,A,SIMI ASSOCIATION,0.0
84,17,SOCAL,18,Girls,2013,SOCAL GOLD (B),B,SOCAL,0.0
85,18,GREENWICH AQUATIC,10,Mixed,2013,GREENWICH AQUATICS,A,GREENWICH,0.0
86,18,STANFORD,12,Girls,2013,STANFORD,A,STANFORD,0.0
87,18,SANTA BARBARA WATER POLO CLUB,14,Girls,2013,SANTA BARBARA WATER POLO CLUB B,B,SANTA BARBARA,0.0
88,18,ELITE,16,Girls,2013,ELITE,A,ELITE,0.0
89,18,SCV,18,Girls,2013,SCV,A,SCV,0.0
90,19,680,10,Mixed,2013,680 BLUE (B),B,680,0.0
91,19,TROJAN WATER POLO CA,12,Girls,2013,TROJAN WATER POLO (CA),A,TROJAN CA,0.0
92,19,NSD STAR,14,Girls,2013,NSD STARS,A,NSD STAR,0.0
93,19,AMERICAN RIVER WATER POLO CLUB,16,Girls,2013,AMERICAN RIVER WATER POLO CLUB A,A,AMERICAN RIVER,0.0
94,19,DAVI WPC,18,Girls,2013,DAVIS WPC,A,DAVI,0.0
95,20,PACIFIC POLO,10,Mixed,2013,PACIFIC POLO,A,PACIFIC,0.0
96,20,CMAC ALL STAR,12,Girls,2013,CMAC 55 ALL STARS,A,CMAC ALL STAR,0.0
97,20,HUNTINGTON BEACH,14,Girls,2013,HUNTINGTON BEACH,A,HUNTINGTON BEACH,0.0
98,20,SHAQ,16,Girls,2013,SHAQ,A,SHAQ,0.0
99,20,SAN JOSEALMADEN WATER POLO,18,Girls,2013,SAN JOSE/ALMADEN WATER POLO,A,SAN JOSEALMADEN,0.0
100,21,SAN DIEGO SHORE,10,Mixed,2013,SAN DIEGO SHORES,A,SAN DIEGO SHORE,0.0
101,21,RIVERSIDE WATER POLO,12,Girls,2013,RIVERSIDE WATER POLO,A,RIVERSIDE,0.0
102,21,NEWPORT BEACH WATER POLO,14,Girls,2013,NEWPORT BEACH WATER POLO,A,NEWPORT BEACH,0.0
103,21,CLOVI WATER POLO CLUB,16,Girls,2013,CLOVIS WATER POLO CLUB A,A,CLOVI,0.0
104,21,SANTA BARBARA WATER POLO CLUB,18,Girls,2013,SANTA BARBARA WATER POLO CLUB B,B,SANTA BARBARA,0.0
105,22,BALL WATER POLO,10,Mixed,2013,BALL UNDER WATER POLO 10U COED,A,BALL,0.0
106,22,SHAQ,12,Girls,2013,SHAQ,A,SHAQ,0.0
107,22,SOUTH COAST,14,Girls,2013,SOUTH COAST 14G,A,SOUTH COAST,0.0
108,22,GULLIVER RIPTIDE,16,Girls,2013,GULLIVER RIPTIDES,A,GULLIVER RIPTIDE,0.0
109,22,LAWPC,18,Girls,2013,LAWPC,A,LAWPC,0.0
110,23,AMERICAN RIVER WATER POLO CLUB,10,Mixed,2013,AMERICAN RIVER WATER POLO CLUB,A,AMERICAN RIVER,0.0
111,23,SAN JOSEALMADEN WATER POLO,12,Girls,2013,SAN JOSE/ALMADEN WATER POLO,A,SAN JOSEALMADEN,0.0
112,23,SHAQ,14,Girls,2013,SHAQ,A,SHAQ,0.0
113,23,CDM AQUATIC FEDERATION,16,Girls,2013,"CDM AQUATICS FEDERATION ""BLUE""",A,CDM,0.0
114,23,LA JOLLA WATER POLO CLUB S,18,Girls,2013,LA JOLLA WATER POLO CLUB GIRLS U18'S,A,LA JOLLA S,0.0
115,24,ROCKY MOUNTAIN NEPTUNE,10,Mixed,2013,ROCKY MOUNTAIN NEPTUNES,A,ROCKY MOUNTAIN NEPTUNE,0.0
116,24,AMERICAN RIVER WATER POLO CLUB,12,Girls,2013,AMERICAN RIVER WATER POLO CLUB,A,AMERICAN RIVER,0.0
117,24,CHAWP,14,Girls,2013,CHAWP,A,CHAWP,0.0
118,24,DAVI WPC,16,Girls,2013,DAVIS WPC,A,DAVI,0.0
119,24,DIABLO WATER POLO,18,Girls,2013,DIABLO WATER POLO,A,DIABLO,0.0
120,25,DAVI WPC,14,Girls,2013,DAVIS WPC,A,DAVI,0.0
121,25,RAIDER WATER POLO,16,Girls,2013,RAIDER WATER POLO,A,RAIDER,0.0
122,25,CARLSBAD WATER POLO,18,Girls,2013,CARLSBAD GIRLS WATER POLO 18U,A,CARLSBAD,0.0
123,26,STANFORD,14,Girls,2013,STANFORD A,A,STANFORD,0.0
