,club_name,club_loc,club_id,club_zone
507, United Water Polo Club,"Primary Pool:
				Golden West College
				15744 Golden West St.Huntington Beach, CA  92647
				","
				 
					Club ID: 17861
 
				
			",10007
508, Vanguard Aquatics,"Primary Pool:
				Segerstrom High School/Santa Ana YMCA
				2301 W. MacArthur Blvd.Santa Ana, CA  92704
				","
				 
					Club ID: 17185
 
				
			",10007
509, Villa Park Water Polo Club,"Primary Pool:
				Villa Park High School
				18042 TaftVilla Park, CA  92861
				","
				 
					Club ID: 324
 
				
			",10007
510, Wahoo's Water Polo Club,"Primary Pool:
				Santa Ana High School
				520 West WalnutSanta Ana, CA  92701
				","
				 
					Club ID: 34197
 
				
			",10007
511, West Water Polo Club,"Primary Pool:
				Woodbridge High School
				2 MeadowbrookIrvine, CA  92604
				","
				 
					Club ID: 16733
 
				
			",10007
512, Yeti Water Polo Club,"Primary Pool:
				Valley View High School
				13135 Nason St.Moreno Valley, CA  92555
				","
				 
					Club ID: 23358
 
				
			",10007
513, Alamo Masters Wp Club,"Primary Pool:
				NISD - Block Natatorium
				7001 Culebra RoadSan Antonio, TX  78238
				","
				 
					Club ID: 17918
 
				
			",10004
514, AquaTex Swim Team,"Primary Pool:
				Micki Krebsbach Swimming Pool
				301 Deepwood DriveRound Rock, TX  78681
				","
				 
					Club ID: 24177
 
				
			",10004
515, Austin Water Polo Club,"Primary Pool:
				Texas School For The Deaf
				1102 South CongressAustin, TX  78704
				","
				 
					Club ID: 289
 
				
			",10004
516, Bay Area Dorados,"Primary Pool:
				Clear Creek High School
				2305 E. Main StreetLeague City, TX  77573
				","
				 
					Club ID: 1625
 
				
			",10004
517, Boerne Water Polo Club,"Primary Pool:
				Boerne City Park Pool
				106 City Park RoadBoerne, TX  78006
				","
				 
					Club ID: 30125
 
				
			",10004
518, CFWPC,"Primary Pool:
				Pridgeon Stadium Natatorium
				11355 B Falcon RoadHouston, TX  77065
				","
				 
					Club ID: 20910
 
				
			",10004
519, Cowtown Water Polo,"Primary Pool:
				Carrol ISD Aquatics Center
				1501 W. Southlake BlvdSouthlake, TX  76092
				","
				 
					Club ID: 34520
 
				
			",10004
520, Dallas Water Polo Club,"Primary Pool:
				Carrol ISD Aquatics Center
				1501 W. Southlake BlvdSouthlake, TX  76092
				","
				 
					Club ID: 384
 
				
			",10004
521, Greater Laredo Aquatic Association,"Primary Pool:
				United ISD Natatorium
				201 Lindenwood Dr.Laredo, TX  78045
				","
				 
					Club ID: 34365
 
				
			",10004
522, Hops,"Primary Pool:
				University of Texas Health Science Center Recreation Center
				7779 Knight RoadHouston, TX  77054
				","
				 
					Club ID: 66
 
				
			",10004
523, Lake Jackson Water Polo Club,"Primary Pool:
				Brazoswood High School Natatorium
				302 Brazoswood Dr.Clute, TX  77531
				","
				 
					Club ID: 30717
 
				
			",10004
524, Lone Star Water Polo Club,"Primary Pool:
				Waco Family YMCA
				6800 Harvey DrWaco, TX  76710
				","
				 
					Club ID: 31471
 
				
			",10004
525, Longhorn Aquatics,"Primary Pool:
				Lee and Joe Jamail Texas Swim Center
				686 E. Martin Luther King Jr. Blvd.Austin, TX  78701
				","
				 
					Club ID: 20672
 
				
			",10004
526, North Houston Water Polo Club,"Primary Pool:
				Conroe Independent School District Natatorium
				19133 David Memorial Dr.Shenandoah, TX  77385
				","
				 
					Club ID: 18306
 
				
			",10004
527, North Texas Thunder Water Polo Club,"Primary Pool:
				Carrol ISD Aquatics Center
				1501 W. Southlake BlvdSouthlake, TX  76092
				","
				 
					Club ID: 21327
 
				
			",10004
528, Oklahoma Trident Aquatics Club,"Primary Pool:
				Claremore Recreation Center
				595 Veteran's ParkwayClaremore, OK  74017
				","
				 
					Club ID: 34298
 
				
			",10004
529, Pegasus Water Polo Academy,"Primary Pool:
				Highland Park High School
				6600 Westchester DriveDallas, TX  75205
				","
				 
					Club ID: 30697
 
				
			",10004
530, Rio Grande Valley Water Polo Club,"Primary Pool:
				Pharr Aquatic Center
				1000 S Fir St.Pharr, TX  78577, 78577
				","
				 
					Club ID: 30649
 
				
			",10004
531, San Antonio Water Polo Club,"Primary Pool:
				Univ. Of Incarnate World
				4301 BroadwaySan Antonio, TX  78209
				","
				 
					Club ID: 862
 
				
			",10004
532, Southside Water Polo Club Honey Badgers,"Primary Pool:
				Pearland Natatorium
				4141 Bailey RoadPearland, TX  77584
				","
				 
					Club ID: 31547
 
				
			",10004
533, Texas United Water Polo Club,"Primary Pool:
				Hannah Natatorium
				900 North Grand AvenueSherman , TX  75090
				","
				 
					Club ID: 34188
 
				
			",10004
534, The Woodlands Masters Water Polo Club,"Primary Pool:
				The Woodlands Township
				2801 Technology Forest DriveThe Woodlands, TX  77381
				","
				 
					Club ID: 26323
 
				
			",10004
535, Trident Water Polo,"Primary Pool:
				Rogers Natatorium, St. Marks School
				10600 Preston Rd.Dallas, TX  75230
				","
				 
					Club ID: 30238
 
				
			",10004
536, Triumph Aquatics Club,"Primary Pool:
				Clear Springs High School
				501 Palomino StreetLeague City, TX  77573
				","
				 
					Club ID: 33993
 
				
			",10004
537, Water Polo Louisiana,"Primary Pool:
				Tulane University Reily Student Recreation Center
				31 McAlister Dr.New Orleans, LA  70118
				","
				 
					Club ID: 26003
 
				
			",10004
538, West Houston Water Polo,"Primary Pool:
				LCISD Natatorium - new
				1011 Horace MannRosenberg, TX  77471
				","
				 
					Club ID: 18461
 
				
			",10004
539, Zilla Water Polo,"Primary Pool:
				Elizabeth Miburn Pool
				1901 Sun Chase BlvdCedar Park, TX  78613
				","
				 
					Club ID: 30299
 
				
			",10004
